,District Name,School Name,Organization Type,Organization Code,Address,Town,Zipcode,Phone,PreKindergarten,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Student Open Date,Interdistrict Magnet,Location,address_for_query,formatted_address,lat,lng
951,Thompson School District,Thompson Middle School,Public Schools,1415111,785 Riverside Dr.,North Grosvenordale,06255-0835,860-923-9380,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"785 Riverside Dr.
North Grosvenordale, CT 06255-0835
(41.976913, -71.900699)","785 Riverside Dr., North Grosvenordale, Connecticut, USA","785 Riverside Dr, North Grosvenor Dale, CT 06255, USA",41.9772571,-71.89771
952,Enfield School District,Enfield Street School,Public Schools,490211,1318 Enfield St.,Enfield,06082-4912,860-253-6565,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"1318 Enfield St.
Enfield, CT 06082-4912
(41.976466, -72.591986)","1318 Enfield St., Enfield, Connecticut, USA","1318 Enfield St, Enfield, CT 06082, USA",41.9760923,-72.59358689999999
953,Middletown School District,Snow School,Public Schools,831111,299 Wadsworth St.,Middletown,06457-4019,860-347-2579,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"299 Wadsworth St.
Middletown, CT 06457-4019
(41.542609, -72.670823)","299 Wadsworth St., Middletown, Connecticut, USA","299 Wadsworth St, Middletown, CT 06457, USA",41.5403203,-72.6719361
954,East Lyme School District,Flanders School,Public Schools,450111,167 Boston Post Rd.,East Lyme,06333,860-739-8475,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"167 Boston Post Rd.
East Lyme, CT 06333
(41.366192, -72.215493)","167 Boston Post Rd., East Lyme, Connecticut, USA","167 Boston Post Rd, East Lyme, CT 06333, USA",41.3674886,-72.2155591
955,North Stonington School District,Wheeler High School,Public Schools,1026111,297 Norwich/Westerly Rd.,North Stonington,06359-0901,860-535-0377,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1984-07-01T00:00:00.000,0.0,"297 Norwich/Westerly Rd.
North Stonington, CT 06359-0901
(41.438999, -71.885516)","297 Norwich/Westerly Rd., North Stonington, Connecticut, USA","297 Norwich-Westerly Rd, North Stonington, CT 06359, USA",41.4394953,-71.8889095
956,Meriden School District,Israel Putnam School,Public Schools,800411,133 Parker Ave.,Meriden,06450-5925,203-237-8493,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"133 Parker Ave.
Meriden, CT 06450-5925
(41.529693, -72.791758)","133 Parker Ave., Meriden, Connecticut, USA","133 Parker Ave, Meriden, CT 06450, USA",41.5298152,-72.79255359999999
957,Regional School District 16,Laurel Ledge School,Regional Schools,2160112,30 Highland Ave.,Beacon Falls,06403-1199,203-729-5355,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2002-07-01T00:00:00.000,0.0,"30 Highland Ave.
Beacon Falls, CT 06403-1199
(41.446453, -73.060327)","30 Highland Ave., Beacon Falls, Connecticut, USA","30 Highland Ave, Beacon Falls, CT 06403, USA",41.4469566,-73.05998919999999
958,Bristol School District,Bristol Central High School,Public Schools,176111,480 Wolcott St.,Bristol,06010-6480,860-584-7735,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"480 Wolcott St.
Bristol, CT 06010-6480
(41.66018, -72.9592)","480 Wolcott St., Bristol, Connecticut, USA","480 Wolcott St, Bristol, CT 06010, USA",41.6613168,-72.9606407
959,Department of Mental Health and Addiction Services,Whiting Forensic Hospital,State Agency Facilities,3370915,70 O'Brien Drive,Middletown,06457,860-262-7009,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018-05-01T00:00:00.000,,"70 O'Brien Drive
Middletown, CT 06457
(41.289485, -72.825275)","70 O'Brien Drive, Middletown, Connecticut, USA","70 O'Brien Drive, Middletown, CT 06457, USA",41.5519435,-72.6261306
960,Hartford School District,McDonough Middle School,Public Schools,641211,111 Hillside Avenue,Hartford,06106-3545,860-695-4260,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"111 Hillside Avenue
Hartford, CT 06106-3545
(41.750413, -72.697811)","111 Hillside Avenue, Hartford, Connecticut, USA","111 Hillside Ave, Hartford, CT 06106, USA",41.749734,-72.6982986
961,New Haven School District,Barack H. Obama Magnet University School,Public Schools,932811,69 Farnham Ave,New Haven,06515,475-220-4800,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2008-09-04T00:00:00.000,0.0,"69 Farnham Ave
New Haven, CT 06515
(41.330186, -72.953172)","69 Farnham Ave, New Haven, Connecticut, USA","69 Farnham Ave, New Haven, CT 06515, USA",41.3308211,-72.9525683
962,Watertown School District,John Trumbull Primary School,Public Schools,1530211,779 Buckingham St.,Oakville,06779-1109,860-945-2776,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1999-07-01T00:00:00.000,0.0,"779 Buckingham St.
Oakville, CT 06779-1109
(41.607093, -73.090629)","779 Buckingham St., Oakville, Connecticut, USA","779 Buckingham St, Watertown, CT 06779, USA",41.6058136,-73.0933743
963,New Haven School District,Barnard Environmental Magnet School,Public Schools,930211,170 Derby Ave.,New Haven,06511,475-220-3500,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,1.0,"170 Derby Ave.
New Haven, CT 06511
(41.310211, -72.952456)","170 Derby Ave., New Haven, Connecticut, USA","170 Derby Ave, New Haven, CT 06511, USA",41.3097978,-72.9524235
964,Bristol School District,Bristol School District,Public School Districts,170011,"129 Church Street, Box 450",Bristol,06011,860-584-7000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0.0,"129 Church Street, Box 450
Bristol, CT 06011
(41.669414, -72.945381)","129 Church Street, Box 450, Bristol, Connecticut, USA","129 Church St, Bristol, CT 06010, USA",41.669593,-72.94504789999999
965,Milford School District,Harborside Middle School,Public Schools,845211,175 High St.,Milford,06460-3250,203-783-3523,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1997-07-01T00:00:00.000,0.0,"175 High St.
Milford, CT 06460-3250
(41.223717, -73.06146)","175 High St., Milford, Connecticut, USA","175 High St, Milford, CT 06460, USA",41.2239114,-73.06000259999999
966,East Hampton School District,East Hampton School District,Public School Districts,420011,94 Main Street,East Hampton,06424,860-365-4000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1996-07-01T00:00:00.000,0.0,"94 Main Street
East Hampton, CT 06424
(41.57397, -72.501947)","94 Main Street, East Hampton, Connecticut, USA","94 Main St, East Hampton, CT 06424, USA",41.5739528,-72.5023559
967,Oxford School District,Oxford Center School,Public Schools,1080111,50 Great Oak Road,Oxford,06478,203-888-6492,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"50 Great Oak Road
Oxford, CT 06478
(41.420666, -73.139616)","50 Great Oak Road, Oxford, Connecticut, USA","50 Great Oak Rd, Oxford, CT 06478, USA",41.4214662,-73.14113789999999
968,Department of Social Services,Department of Social Services,State Agencies,3320015,25 Sigourney Street,Hartford,06106,860-424-5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000-07-01T00:00:00.000,0.0,"25 Sigourney Street
Hartford, CT 06106
(41.765363, -72.693903)","25 Sigourney Street, Hartford, Connecticut, USA","25 Sigourney St, Hartford, CT 06106, USA",41.7626122,-72.6948997
969,Westport School District,Long Lots School,Public Schools,1580711,13 Hyde Ln.,Westport,06880-3915,203-341-1910,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1997-07-01T00:00:00.000,0.0,"13 Hyde Ln.
Westport, CT 06880-3915
(41.143824, -73.31512)","13 Hyde Ln., Westport, Connecticut, USA","13 Hyde Ln, Westport, CT 06880, USA",41.1438219,-73.3152637
970,Plymouth School District,Plymouth Center School,Public Schools,1110211,107 North Street,Plymouth,06782-2100,860-283-6321,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"107 North Street
Plymouth, CT 06782-2100
(41.679397, -73.052839)","107 North Street, Plymouth, Connecticut, USA","107 North St, Plymouth, CT 06782, USA",41.6793292,-73.05367319999999
971,Waterbury School District,Duggan School,Public Schools,1511611,952 Bank Street,Waterbury,06708,203-574-8875,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2011-08-15T00:00:00.000,0.0,"952 Bank Street
Waterbury, CT 06708
(41.54355, -73.04634)","952 Bank Street, Waterbury, Connecticut, USA","952 Bank St, Waterbury, CT 06708, USA",41.54352300000001,-73.046902
972,New Canaan School District,South School,Public Schools,900211,8 Farm Rd.,New Canaan,06840-6697,203-594-4313,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"8 Farm Rd.
New Canaan, CT 06840-6697
(41.13016, -73.491406)","8 Farm Rd., New Canaan, Connecticut, USA","8 Farm Rd, New Canaan, CT 06840, USA",41.1313462,-73.4887313
973,Newington School District,Ruth Chaffee School,Public Schools,940711,160 Superior Ave.,Newington,06111-3955,860-666-4687,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"160 Superior Ave.
Newington, CT 06111-3955
(41.682581, -72.71548)","160 Superior Ave., Newington, Connecticut, USA","160 Superior Ave, Newington, CT 06111, USA",41.6832099,-72.7157072
974,Montville School District,Dr. Charles E. Murphy School,Public Schools,860711,500 Chesterfield Rd.,Oakdale,06370-1816,860-848-9241,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"500 Chesterfield Rd.
Oakdale, CT 06370-1816
(41.447806, -72.197499)","500 Chesterfield Rd., Oakdale, Connecticut, USA","500 Chesterfield Rd, Oakdale, CT 06370, USA",41.446954,-72.196311
975,Somers School District,Somers Elementary School,Public Schools,1290411,4 Vision Boulevard,Somers,06071-9609,860-749-2270,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1995-07-01T00:00:00.000,0.0,"4 Vision Boulevard
Somers, CT 06071-9609
(41.983739, -72.582077)","4 Vision Boulevard, Somers, Connecticut, USA","4 Vision Blvd, Somers, CT 06071, USA",41.9770825,-72.4613597
976,Connecticut Technical Education and Career System,Ella T. Grasso Technical High School,CT Technical Education and Career Schools,9002716,189 Fort Hill Rd.,Groton,06340-4803,860-448-0220,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2000-07-01T00:00:00.000,0.0,"189 Fort Hill Rd.
Groton, CT 06340-4803
(41.347323, -72.020215)","189 Fort Hill Rd., Groton, Connecticut, USA","189 Fort Hill Rd, Groton, CT 06340, USA",41.3470019,-72.0209928
977,Wallingford School District,James H. Moran Middle School,Public Schools,1485311,141 Hope Hill Road,Wallingford,06492-2227,203-741-2900,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"141 Hope Hill Road
Wallingford, CT 06492-2227
(41.485561, -72.833499)","141 Hope Hill Road, Wallingford, Connecticut, USA","141 Hope Hill Rd, Wallingford, CT 06492, USA",41.4843558,-72.8306161
978,East Hartford School District,East Hartford Middle School,Public Schools,435111,777 Burnside Ave.,East Hartford,06108-2705,860-622-5600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1997-07-01T00:00:00.000,0.0,"777 Burnside Ave.
East Hartford, CT 06108-2705
(41.780272, -72.604362)","777 Burnside Ave., East Hartford, Connecticut, USA","777 Burnside Ave, East Hartford, CT 06108, USA",41.7793175,-72.6052366
979,Learn,Regional Multicultural Magnet School,Regional Education Service Center Schools,2450114,One Bulkeley Place,New London,06320,860-437-7775,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2000-07-01T00:00:00.000,1.0,,"One Bulkeley Place, New London, Connecticut, USA","1 Bulkeley Pl, New London, CT 06320, USA",41.35879389999999,-72.0998425
980,Brookfield School District,Whisconier Middle School,Public Schools,185311,17 West Whisconier Rd.,Brookfield,06804,203-775-7710,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1997-07-01T00:00:00.000,0.0,"17 West Whisconier Rd.
Brookfield, CT 06804
(41.441699, -73.377316)","17 West Whisconier Rd., Brookfield, Connecticut, USA","17 W Whisconier Rd, Brookfield, CT 06804, USA",41.4403115,-73.37602729999999
981,Judicial Centers,Girls Intermediate Residential Program (Girls IR),State Agency Facilities,3481515,11 Country Pl,Litchfield,06759,860-567-3809,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017-07-01T00:00:00.000,,"11 Country Pl
Litchfield, CT 06759
(41.756995, -73.150024)","11 Country Pl, Litchfield, Connecticut, USA","11 Country Pl, Litchfield, CT 06759, USA",41.7567909,-73.14985039999999
982,Windsor School District,John F. Kennedy School,Public Schools,1640811,530 Park Ave.,Windsor,06095-3225,860-687-2060,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"530 Park Ave.
Windsor, CT 06095-3225
(41.836589, -72.674553)","530 Park Ave., Windsor, Connecticut, USA","530 Park Ave, Windsor, CT 06095, USA",41.8375321,-72.6747074
983,Hartford School District,Rawson School,Public Schools,641711,260 Holcomb Street,Hartford,06112-1436,860-695-4840,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"260 Holcomb Street
Hartford, CT 06112-1436
(41.795753, -72.700253)","260 Holcomb Street, Hartford, Connecticut, USA","260 Holcomb St, Hartford, CT 06112, USA",41.7962447,-72.7012999
984,Thompson School District,Mary R. Fisher Elementary School,Public Schools,1410111,785 Riverside Dr.,North Grosvenordale,06255-0835,860-923-9142,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"785 Riverside Dr.
North Grosvenordale, CT 06255-0835
(41.976913, -71.900699)","785 Riverside Dr., North Grosvenordale, Connecticut, USA","785 Riverside Dr, North Grosvenor Dale, CT 06255, USA",41.9772571,-71.89771
985,Southington School District,Southington Public Schools Preschool Program at Hatton School,Public Schools,1312011,50 Spring Lake Rd,Southington,06489,860-628-3377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-01T00:00:00.000,,"50 Spring Lake Rd
Southington, CT 06489
(41.601461, -72.854797)","50 Spring Lake Rd, Southington, Connecticut, USA","50 Spring Lake Rd, Southington, CT 06489, USA",41.6006902,-72.8542317
986,Capitol Region Education Council,Ana Grace Academy of the Arts Elementary School,Regional Education Service Center Schools,2410614,20 Security Drive,Avon,06001,860-677-0380,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2012-08-25T00:00:00.000,1.0,"20 Security Drive
Avon, CT 06001
(41.807187, -72.83542)","20 Security Drive, Avon, Connecticut, USA","20 Security Dr, Avon, CT 06001, USA",41.8098189,-72.8353928
987,New London School District,Harbor Elementary School,Public Schools,950611,432 Montauk Avenue,New London,06320-4698,860-447-6040,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2014-08-25T00:00:00.000,,"432 Montauk Avenue
New London, CT 06320-4698
(41.335066, -72.10187)","432 Montauk Avenue, New London, Connecticut, USA","432 Montauk Ave, New London, CT 06320, USA",41.3356058,-72.1016708
988,Portland School District,Portland High School,Public Schools,1136111,95 High Street,Portland,06480,860-342-1720,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"95 High Street
Portland, CT 06480
(41.577608, -72.626662)","95 High Street, Portland, Connecticut, USA","95 High St, Portland, CT 06480, USA",41.5807761,-72.62263039999999
989,West Haven School District,Alma E. Pagels School,Public Schools,1560811,26 Benham Hill Rd.,West Haven,06516-6545,203-931-6840,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"26 Benham Hill Rd.
West Haven, CT 06516-6545
(41.242601, -72.987816)","26 Benham Hill Rd., West Haven, Connecticut, USA","26 Benham Hill Rd, West Haven, CT 06516, USA",41.2421078,-72.987607
990,Sterling School District,Sterling School District,Public School Districts,1360011,251 Sterling Road,Sterling,06377,860-564-4219,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007-09-04T00:00:00.000,0.0,"251 Sterling Road
Sterling, CT 06377
(41.707179, -71.83616)","251 Sterling Road, Sterling, Connecticut, USA","251 Sterling Rd, Sterling, CT 06377, USA",41.70591539999999,-71.8367732
991,West Haven School District,Savin Rock Community School,Public Schools,1561411,50 Park St.,West Haven,06516-6052,203-931-6850,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"50 Park St.
West Haven, CT 06516-6052
(41.261808, -72.940236)","50 Park St., West Haven, Connecticut, USA","50 Park St, West Haven, CT 06516, USA",41.2612679,-72.94051999999999
992,New Britain School District,Smith Elementary School,Public Schools,891311,142 Rutherford St.,New Britain,06051-3299,860-223-1574,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"142 Rutherford St.
New Britain, CT 06051-3299
(41.661177, -72.758475)","142 Rutherford St., New Britain, Connecticut, USA","142 Rutherford St, New Britain, CT 06051, USA",41.6603309,-72.7584572
993,Griswold School District,Griswold Elementary School,Public Schools,580311,303 Slater Ave.,Griswold,06351-2540,860-376-7610,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"303 Slater Ave.
Griswold, CT 06351-2540
(41.595742, -71.977452)","303 Slater Ave., Griswold, Connecticut, USA","303 Slater Ave, Jewett City, CT 06351, USA",41.5953508,-71.9789404
994,Waterbury School District,Bunker Hill School,Public Schools,1510611,170 Bunker Hill Ave.,Waterbury,06708-2226,203-574-8183,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"170 Bunker Hill Ave.
Waterbury, CT 06708-2226
(41.567635, -73.063141)","170 Bunker Hill Ave., Waterbury, Connecticut, USA","170 Bunker Hill Ave, Waterbury, CT 06708, USA",41.5677271,-73.0628945
995,Sherman School District,Sherman School District,Public School Districts,1270011,2 Route 37 East,Sherman,06784,860-355-3793,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1996-07-01T00:00:00.000,0.0,"2 Route 37 East
Sherman, CT 06784
(41.579093, -73.496179)","2 Route 37 East, Sherman, Connecticut, USA","2 CT-37, Sherman, CT 06784, USA",41.5782318,-73.49600070000001
996,Bolton School District,Bolton Center School,Public Schools,120111,108 Notch Rd.,Bolton,06043-7498,860-643-2411,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1984-07-01T00:00:00.000,0.0,"108 Notch Rd.
Bolton, CT 06043-7498
(41.775393, -72.442617)","108 Notch Rd., Bolton, Connecticut, USA","108 Notch Rd, Bolton, CT 06043, USA",41.7754994,-72.4408589
997,Greenwich School District,Glenville School,Public Schools,570411,33 Riversville Rd.,Greenwich,06831-3627,203-531-9287,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"33 Riversville Rd.
Greenwich, CT 06831-3627
(41.039046, -73.664654)","33 Riversville Rd., Greenwich, Connecticut, USA","33 Riversville Rd, Greenwich, CT 06831, USA",41.0407337,-73.6622668
998,Regional School District 12,Shepaug Valley School,Regional Schools,2120312,159 South Street,Washington,06793-0000,860-868-7326,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2013-08-26T00:00:00.000,,"159 South Street
Washington, CT 06793-0000
(41.6017, -73.303098)","159 South Street, Washington, Connecticut, USA","159 South St, Washington, CT 06793, USA",41.600744,-73.3055821
999,Bethel School District,Frank A. Berry School,Public Schools,90111,200 Whittlesey Dr.,Bethel,06801-1598,203-794-8680,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"200 Whittlesey Dr.
Bethel, CT 06801-1598
(41.37763, -73.397385)","200 Whittlesey Dr., Bethel, Connecticut, USA","200 Whittlesey Dr, Bethel, CT 06801, USA",41.3794432,-73.3958837
1000,West Hartford School District,Norfeldt School,Public Schools,1551011,35 Barksdale Rd.,West Hartford,06117-1605,860-233-4421,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"35 Barksdale Rd.
West Hartford, CT 06117-1605
(41.795079, -72.761635)","35 Barksdale Rd., West Hartford, Connecticut, USA","35 Barksdale Rd, West Hartford, CT 06117, USA",41.7944513,-72.76369749999999
1001,Regional School District 19,E. O. Smith High School,Regional Schools,2196112,1235 Storrs Rd.,Storrs,06268,860-487-0877,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2002-07-01T00:00:00.000,0.0,"1235 Storrs Rd.
Storrs, CT 06268
(41.803486, -72.242988)","1235 Storrs Rd., Storrs, Connecticut, USA","1235 Storrs Rd, Storrs, CT 06268, USA",41.80199229999999,-72.24452149999999
1002,Essex School District,Essex School District,Public School Districts,500011,1 Winthrop Road,Deep River,06417,860-526-2417,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1996-07-01T00:00:00.000,0.0,"1 Winthrop Road
Deep River, CT 06417
(41.369021, -72.457652)","1 Winthrop Road, Deep River, Connecticut, USA","1 Winthrop Rd, Deep River, CT 06417, USA",41.3645533,-72.4561416
1003,Danbury School District,DPS Early Childhood Center,Public Schools,340111,17 Cottage Street,Danbury,06810,203-797-4832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2013-08-27T00:00:00.000,,"17 Cottage Street
Danbury, CT 06810
(41.392592, -73.442821)","17 Cottage Street, Danbury, Connecticut, USA","17 Cottage St, Danbury, CT 06810, USA",41.3927135,-73.4431066
1004,Norwich School District,Samuel Huntington School,Public Schools,1040811,80 West Town St.,Norwich,06360-2209,860-823-4204,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1984-07-01T00:00:00.000,0.0,"80 West Town St.
Norwich, CT 06360-2209
(41.550437, -72.101018)","80 West Town St., Norwich, Connecticut, USA","80 W Town St, Norwich, CT 06360, USA",41.5502181,-72.1018105
1005,Hamden School District,Hamden High School,Public Schools,626111,2040 Dixwell Ave.,Hamden,06514-2404,203-407-2040,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1984-07-01T00:00:00.000,0.0,"2040 Dixwell Ave.
Hamden, CT 06514-2404
(41.366204, -72.921458)","2040 Dixwell Ave., Hamden, Connecticut, USA","2040 Dixwell Ave, Hamden, CT 06514, USA",41.367806,-72.9223406
1006,Hartford School District,University High School of Science and Engineering,Public Schools,646711,351 Mark Twain Drive,Hartford,06112,860-695-9020,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2004-07-01T00:00:00.000,1.0,"351 Mark Twain Drive
Hartford, CT 06112
(41.785549, -72.707051)","351 Mark Twain Drive, Hartford, Connecticut, USA","351 Mark Twain Dr, Hartford, CT 06105, USA",41.796671,-72.7098274
